text,label,pred
thunderball and never are two of the biggest box office misses and never is a surprise farce from empire strikes back hero irvin kershner klaus maria brandauer seems to steal the show when in the midst of the unfolding plot bonds mission turns more to hollywood romp sometime around when basinger comes in how about klaus kinski i still think that the casting of largo makes or as is evident in both films breaks the story worst of all is the attempt to pass off the aging and very hairy connery off as the sex symbol he indeed was in the s the s was a barren time for bond flicks mostly though for your eyes only is a great title at times when i happen to need to waste some time over the holidays by watching this film in the often string of bond rerun festivals i think the best attribute of the film is its score and im not into soft s jazz,0,1
although i found the acting excellent and the cinematography beautiful i was extremely disappointed with the adaptation  one of the significant portions of the novella is the fact that ethan and mattie decide to kill themselves rather than go on this is never presented in the movie they show it as if it were a sledding accident  the character changes in mattie and zenna are almost nonexistent while in the novella they almost change places at the end of this adaptation it appears as if they are both invalids  lastly that mattie and ethan consummate their relationship fully nearly destroys the power and poignancy of the finale  the change of the narrator being a preacher was one effective change  neeson and arquette are superb in their portrayals joan allen was also wonderful however her character was much watered down from whartons novella  i do not expect films to faithfully portray novels but this one went to far and in the process nearly destroyed the story  overall i would not recommend watching this film unless you have read the book as you will come away confused and disappointed,0,1
the cast and crew of this cheap horror potboiler are more interesting than anything that occurs throughout the movie itself we have barbara payton raymond burr lon chaney jr tom conway paul cavanaugh and woody strode in front of the camera and writerdirector curt siodmak cinematographer charles van enger editorial supervisor francis d lyon and production assistant herman cohen behind it the illfated payton turns the head of virtually every male she comes in contact with deep in the african jungle where she lives on husband cavanaughs plantation doctor conway secretly desires her while hotheaded foreman burrs approach is quite literally more handson on the other hand chaney is surprisingly enough the laidback but knowing authoritarian figure and strode is a native police official the plot is very simple but frankly does not make a whole lot of sense after a particularly agitated dinner complete with thunderstorm burr and cavanaugh art imitating life  more on that later come to blows in the garden over their affection for payton and conveniently for burr a large snake just happens to be crawling near where cavanaugh hits the ground witnessing the event from behind the bushes paytons enigmatic maid a native witch no less for some inexplicable reason puts a curse on burr who has in the meantime married payton that periodically turns him into a gorillastarting from his very wedding day when his hand briefly turns hirsute consequently burr takes to losing himself in the jungle for days on end  even if the ape creature itself is barely glimpsed throughout the film it must be said however that the version that i watched ran for just  minutes when the official length is elsewhere given as either   or  therefore the film feels understandably rushed and disjointed if never less than campily enjoyable as it culminates in the gorillas subjectivelyshot chasing of payton in the jungle with the former being itself pursued by the guntoting chaney and conway to get back to the films tragic blonde leading lady for a minute after a promising start in movies next to such hollywood legends as james cagney and gary cooper  in respectively kiss tomorrow goodbye and dallas both   her career soon nosedived into b and lesser grade territory thanks to her own colorful offscreen antics her most notorious misdemeanor was being the cause of a muchpublicized barroom brawl between suave husband franchot tone and brutish former lover tom neal which ended with the former in a coma and payton actually deserting him for the latter shortly thereafter but that was not all nymphomaniac payton also boasted that woody strode was among her conquests a controversial issue at the time shortlived husband tone having caught paytons infidelities on camera spread the damning photographic evidence around hollywood and this virtually served to end her days as a starlet  her last film appearance being edgar g ulmers murder is my beat  which i happen to have in my unwatched movies pile the last  years of her tumultuous life were spent on skid row in the throes of booze drugs prostitution beatings arrests and even a stabbing  before eventually dying in  in her parents home at the young age of,0,1
terror in the aisles might look like the ultimate treat for horror fans but it has in fact very few to offer granted it presents a decent and versatile too versatile selection of horrorthriller fragments that are considered classic but whats the point this documentary primarily aims for the horrorloving public so weve pretty much seen all these clips already havent we the only thing really praiseworthy about this project is the editing if youre into screamqueens chases by vile murderers and that sort of things terror in the aisles has some neat compilations of the most famous sequences all these different scenes hang together by a lame wraparound story starring donald pleasance and nancy allen sitting in a movie theater in between two sequences the address the viewer and explain why we love horror so much those speeches naturally are soporific and rather obvious its in our nature to be afraid bla bla bla and i fail to understand why many people love the concept this is worth a peek in case youre a loyal horror fan but it certainly isnt essential viewing on the contrary in case you still have to see a classic genre title beware that bits and pieces of it here dont spoil your future viewing the main reason why i overall disliked it is because it shamelessly ignores a lot of lesser known but fundamental foreign titles endlessly focusing on halloween this does result in a cool inside joke however when donald pleasance screams to the screen at his own character,0,1
its a sin how these things are made but then again we wouldnt get to see the best dummy scene ever filmed ahhh the beauty of low budget bigfoot flicks you lean to see the beauty the more you watch them thats if your brain doesnt melt first as i said before this has the best dummy scene ever words cant express it you have to see it for yourself wonderful lines such as smells like decain flesh thems humanyou will know this one when you see it the creature makes a blah blah sound and the scene where the baby gets shot will make you crywith laughter you will be rewinding it has a car chase snowmobile chase a bigfoot folk song as well as a disco song it dosnt end there while watching the credits a friend noticed wardrobe provided by kmart you ask how could you even get as far as the credits and then watch them i could only explain this as a sort of shock to the brain you are so mentally exhausted you cant move and also i guess you have to know who was behind the mess all that being said this is a must see especially if you want to punish yourself mentally its a keeper,0,1
this is definitely one of the weaker of the series of carry on films it lacks the usual fun and sparkle and even the cast seem embarrassed by the poor dialogue by the time this came out the series was in terminal decline and boy does it show if youre coming fresh to this series avoid this one till near the end,0,1
cheaply pieced together of recycled film footage music and ideas this film cannot really be called well but for me when i watched it as a teenager it was quite amusing i didnt know battle beyond the stars before in retrospect it has got something nostalgic regarding the sf wave of the early eighties and the special effects of this time its trashy oldfashioned look and its naivety provide a certain attraction to enjoy this movie i recommend to concentrate on the paternal relationship between the characters of vince edwards and david mendenhall in addition i liked the idea that a bunch of scoundrels discovers its heroic qualities after been unwillingly confronted with the challenge to take care of a child,0,1
a mexican outlaw tomas milian steals gold from a stagecoach along with some other mexicans and americans the americans doublecross the mexicans and leave them all for dead the one outlaw survives and looks for revenge in this film that has jackall to do with the original django the distributors only named it django kill to squeeze a few more bucks out of more gullible people what we have here is a slightly below standard western thats too surreal to be that enjoyable and as such i cant really recommend it to all but the most hardcore spahetti western fan  my grade d   blue underground dvd extras part of bus spaghetti western collection uncut django tell  minute documentary poster  stills gallery talent bios for guilo questi  tomas milian theatrical trailer    easter eggs highlight the hidden gun on the extras page for trailers for django run man run and a man called blade highlight the hand on the main menu to get interviews on the formation of a rock group and a hidden gun in the languagesubtitles menu leads to the story of how tomas milian almost got killed for being anticommunist,0,1
yes we all know about dan schneiders odd little fascination with making shows with young kids and icarly is no exception see young girls wiggle their toes and stick their tongues out for the camera and wear skimpy clothes and bikinis yes it makes you wonder if these shows were made for teens or for some older degenerate crowd either way the show isnt that good when compared to dan schneiders other shows like the far superior amanda show  drake and josh  the show is about a brother and sister carly and spencer living alone and having to get by on their own while their father is off in the army and their mother is strangely absent from their lives carly has a mean spirited friend named sam and they do a very well produced award winning web show called icarly with their little school friend freddie the episodes deal with their lives in and around the web show and their hi jinx at school  carly shay is a young all knowing web personality business woman producer played by miranda cosgrove a young actress who relies on talking very very loudly and fast to get her point across and making odd faces her brother spencer is a somewhat meanspirited dimwit and eccentric artist played by jerry trainor who tries a bit to hard to be like jim carrey and whose comedy style seems to be aimed at the young male audience whod like this type of joey gladstone humor then theres sam puckett an unlikable mean little lying thief of a brat who needs an attitude adjustment played by jeanette mccurdy who clearly wears hair extensions as you can see them disappear then reappear from scene to scene and finally theres freddie benson the web shows nerdy cameraman and technical adviser who has a major crush on carly but will obviously get nowhere with her whos played by nathan kress  other secondary characters come and go such as freddies mother carlys grandfather annoying teachers and many of their annoying little school friends to round out the cast most of the comedy is mean spirited like blowing up lewbert the doorman as a gag throwing a water balloon at a teacher and knocking over the table of young girl scouts selling cookies all of the adults come off as complete idiots while the children are all knowing and certain main characters have absolutely no morals lying cheating stealing and violence all are acceptable in this childrens show created and written by dan schneider yes its a childrens show what more could the young viewers ask for well with dan schneider we can expect to have the young girls dress in tight clothes and bikinis and do some odd things like sticking their tongues out for the camera and eating bananas  shows like this are just what the young crowd likes though and i guess no worse then any of the other garbage nick shovels at its young crowd theres always fans to be found for anything seen on tv at least this is a bit better then most of the stuff seen on nick like that horrible naked brothers show,0,1
the emperors new groove cast returns for disney pictures follow up but this time the spotlight is on kronkvoiced by patrick warburton who is no longer yzmaseartha kitthenchman kronk has started a new life and is very happy with his role as chef of his own restaurant things go merrily along until kronk gets word that his papijohn mahoneyis coming for a visit kronk is worried because he knows that his life wont impress his papi one thing that he has always wanted and never received is a thumbs up from his dad a flurry of blunders and a gigantic cheese explosion in the restaurant leaves our likable hero very deep in trouble and anxiety to save the day a little help from his friends  other voices tracey ullman david spade john goodman wendie malick april winchell and gatlin green,0,1
summary not worth the film  as an avid gone with the wind fan i was disappointed to watch the original movie and see that they had left out many important characters luckily the film on its own was a wonderful piece when the book scarlett came out i read it in hopes of following two of my favorite literary characters farther on their journey together while the book lacks any true quality it remains a good story and as long as i was able to separate it from the original was and still is enjoyable however i consider the six hours i spent watching the scarlett miniseries to be some of the worstspent hours of my life discrediting any of the original character traits so wellformed in margaret mitchells book this series also turned the story of the sequel into one of rape mistrust murder and misformed relationships that even the book scarlett stayed away from the casting for many of the characters refused to examine the traits that had been so wellformed in both the original novel and film and even carried through in the second book and again leaves out at least one incredibly crucial character in the novel scarlett ohara butler follows her estranged husband rhett butler to charleston under the guise of visiting extended family after coming to an arrangement with rhett she agrees to leave and proceeds to reconnect with her ohara relatives in savannah eventually she accompanies her cousin colum a passionate leader of the fenian brotherhood to ireland to further explore her familys roots that go deep and is eventually named the ohara the head of the family while her duties as the ohara keep her engaged in her town of ballyhara scarlett ventures out into the world of the english landowners and instantly becomes a soughtafter guest at many of their parties she having been scorned by rhett time and time again eventually agrees to marry luke the earl of fenton until rhett comes along in a clichd nightonwhitehorse  type of a rescue the scarlett miniseries fails even to do this justice raped by her fianc and scorned by her family the series shows scarlett thrown in jail after she is blamed for a murder her cousin committed  i heartily advise anyone considering spending their day watching this to rethink this decision,0,1
a giant praying mantis is awakened from its sleep in the artic region and heads south causing havoc boats planes and trains meet their match with the flying creature before unleashing its full wrath on nyc the mantis meets its doom at the hands of the armed forces in a new york tunnel the special effects are of course crude by todays standards but for a ten year old boy in  this was very memorable  starring are william hopper craig stevens alix talton and pat conway,0,1
since this show was changed from tss the screen savers to aots attack of the showit has gone down hill tss with yoshi and kevin rose alex etc made the show awesome then they got fired from tss for an unknown reason when the show switched to aots it became less about computers and more about gaming and magazines it also promoted bands that nobody had heard of or cared about finally i couldnt watch it anymore once kevin rose left he kept it interesting but he went off to do his own thing which is good kevin rose now has several online pod casts and shows etc on the rev  network check it out revcom i think you can get to it by going to wwwsystmorg if you want a real tech show rather than aots then go watch kevin roses shows or listen to the twit podcast  j,0,1
the twilight zone has achieved a certain mythology about itmuch like star trek thats because there are many devoted lovers of the show that no matter what think every episode was a winner they are the ones who score each individual show a  and cannot objectively evaluate the show because of this a while back i reviewed all the original star trek episodes the good and the bad because the overall ratings and reviews were just too positive now its time to do the same for the twilight zone  now i was very surprised when i saw reviews for this bland episode that described it as being among the best and gave it scores of  if this is the case then why is it that everyone i know who has seen this episode hates it as much as i do its possible that me and my family and friends are all cranks but its also possible this is yet another case of rabid fans rabidly inflating the rating on an average or below average episode  the episode itself stars william windom and others as various archetypesa soldier a dancer etc they are all stuck in a cylindrical room with no escape and only at the end do you realize the shocking truthwhich isnt at all shocking and is in fact majorly lame no this is a badly written and unengaging episode yes there were plenty of episodes of the series that deserved a  but few as undeserving as this one due to a shallow script and an unappealing resolution,0,1
with al jolson at the height of his popularity and warner brotherss the jazz singer having been the highest grossing film of  it was inevitable that the other studios would churn out a few vehicles for their own jolsonesquire characters but while the jazz singer was a sensation for its being the first parttalkie the matine idol lacks the singing voice of its star the now obscure johnnie walker and has to make do with just his visual antics  the matine idol was an early directorial assignment for the renowned frank capra capras first couple of fulllength features for harry langdon reveal a very showy excessive style which made langdons already mediocre slapstick almost unwatchable a couple of pictures later and capra has learnt to ease off a bit with some fairly regular and decent camerawork however he still shows no aptitude for shooting physical comedy the longest comic routine  the stage performance  seems to have a few good gags but its all cut up into lots of different camera angles and there is no chance for the comedy to flow naturally from the performances theoretically a good portion of the jokes are in the intertitles but there are far too many of these and none of them is especially funny  of course capra would eventually mature into a fine dramatic and romantic director and you can see him beginning to develop in this respect he cuts down the line closing in on walker and bessie love in the scene where she first lays eyes on him in his don wilson get up neatly establishing the wordless connection between them then there is some beautiful and tender framing of the couple in their scene together at the masquerade which is all very reminiscent of the love scenes in capras early s output  johnnie walker columbias answer to al jolson is not an exceptional talent his comic timing is good but there is nothing to make him stand out bessie love on the other hand is a pretty good actress too with a very expressive face kudos to her for getting involved with the physical comedy and losing her dignity with the boys theres also a good role for lionel belmore that rotund and jolly character actor who seems to turn up in absolutely everything in the late s and early s  the matine idol is one of those pictures that has gained more than its fair share of attention thanks to its director later having made a handful of masterpieces in and of itself it is a very uninteresting piece and like most of capras work before he met robert riskin a disappointment,0,1
quintet marks the only venture of both paul newman and director robert altman into the realm of science fiction it was said of newman that he could not do comedy but he tried until he finally scored a real success in that genre with slap shot but the failure of this film left him gun shy and he never tried it again  this is one of the biggest downer films ive ever seen its a futuristic ice age brought on by who knows what but presumably its a nuclear winter even during the ice age of thousands of years ago the equatorial parts of the earth still sustained animal and human life but apparently not here seals have survived and paul newman is a seal hunter on the outside  but hunters do need a little rr and newman goes to a futuristic city where things are so boring the natives have some kind of game played with six people and its a kind of russian roulette to win you have to kill five other participants in your game  its a sad turn to see what man has come down to which is one of the reasons i just could not get into this story the atmosphere is bleak the story is bleak the people are bleak its all so bleak no wonder this thing came up short at the box office  its a film that just about everyone thinks is never going to be on the top ten list of paul newman films including me  this is mans future what a bummer,0,1
well this movie actually did have one redeeming quality it made up the funniest season one episode of mstk i wish rhino had released this one instead of the crawling hand,0,1
ive never seen the original movie others have commented on so my perspective is just about this movie without comparison  i found the message of the movie to be if you only worry about yourself all will be right with the world everything will fall into place your lovers will love you more your friends will respect and like you more your employers will want you more pay you more and even your own children and parents will love you more  i find this message to be reprehensible and totally false  kudos for the very funny birthing scene at the end there isnt a mother out there who wont laugh during that scene  overall a very disappointing movie plot i didnt find myself rooting for anyone in this movie i thought they were all pathetic self absorbed individuals that i just didnt care what happened to them and thats not a movie people want to see,0,1
i grew up watching sitcoms such as seinfeld roseanne simpsons etc etc in other words mainstream television over the years many sitcoms have come on the air and of those a very small percentage are genuinally smart and funny the war at home is a prime example of the majority of modern american comedy  i give the show a  out of  because it is what it aims to be a comedy but it doesnt seem to go out of its way to be a good comedy a good comedy should have you swept off your feet with its big jokes you shouldnt be able to see them coming and in twah i see just about every joke coming the characters are probably the most simplistic and horrible stereotypes i have seen yet on screen and the acting isnt very good save for the father who portrays a stereotypical beer drinking sport loving american idiot perfectly  poor acting unbelievable characters and jokes that dont catch you off guard detract from this show to a point of where it is unwatchable if you dont have cable and would like to see a comedy worth watching try boston legal it is more worth your time,0,1
although this has to be the nadir of season six this schmaltzy episode isnt badly written or acted its just that most of us looked to the xfiles for taut gripping horrorthrillers ending without easy answers and moving toward dark but fathomable conspiracies season  gave us a stream of tongueincheek comedies that undermined the shows continuity and frankly made simpsons halloween specials look like great thriller tv  in this episode victoria jackson of snl fame plays the longsuffering girlfriend of a man who sets himself up as a rainmaker however her weatherman boss is the one who truly loves her and mulder winds up having to provide him dating advice in order to get out of town  theres some playful fun with the chemistry between the agents and some amusing but nonetoosophisticated characterization of midwestern hicks its nothing youd want to see more than once  its hard to figure out season  xfiles creator chris carter seems bored by the whole syndicate conspiracy story arc and abandons responsibility to the black comedy writers,0,1
adenoid hynkel a lowly soldier in world war one rises in subsequent years to become the ruthless dictator of toumania he creates an aggressive antisemitic war machine and cultivates a little toothbrush moustache sound like anyone you know  from the safety of hollywood chaplin uses this soapbox to exhort europe to take up arms and defy hitler and mussolini given that the united states in  had more than a year of neutrality ahead of it and no strong desire to embroil itself in europes civil strife remember it was hitler who declared war on the usa not the other way round it is surprising that chaplin was allowed to distribute this immoderate polemic  the story involves on the one hand the the vulgar and repellant hynkel and the reign of terror over which he ineptly presides and life in the jewish ghetto where every single person is friendly humane brave etc etc chaplin is hynkel and he also plays the jewish barber the little hero of the ghetto the tramp in all but name needless to say chaplin writes directs stars composes the music and does the catering  in  the full truth was not yet known about the third reich and chaplin can be forgiven for having something less than perfect historical foresight but even by the standards of the day he gets hitler badly wrong a comedian and a sentimentalist chaplin tries to ridicule hitler by making hynkel silly and hapless all this does is to humanise him when hynkel the notverywarlike soldier fools around with the big gun and the upsidedown aeroplane he becomes endearing rather than despicable as dictator he inspects his subordinates technical innovations which dont work the parachute hat the bulletproof uniform etc and these passages are meant to make us think that the reallife nazis are incompetent and can be swept aside in fact hynkels regime is made cute and likeable by its bumbling bodgery  in truth chaplins day had already passed when he made this illconsidered polemic at heart he was still a dinosaur of the silent screen check out the humour with gags like staggering up and down the street semiconscious or the pantomime of the coins in the puddings the hero schultz is meant to represent a yardstick of european decency against which hynkel can be judged but schultz looks more like a character from operetta than a nazi is it in any way believable that a schultz figure if such had existed would say to the fuehrers face your cause is doomed to failure because its built upon the stupid ruthless persecution of innocent people and how does schultz come to be in the cellars of the jewish ghetto if he is the object of an exhaustive manhunt why does he persist in wearing his ruritanian uniform chaplin did not yet know the full horrors of auschwitzbirkenau or treblinka but the nazi concentration camp which he offers us is hopelessly out of kilter with the grim spirit of the age as usual chaplin thinks in terms of silent comedy setpieces loosely pegged onto the narrative clothes line there is the knockabout scrapping with the stormtroopers shaving a man to the accompaniment of brahms and the globe ballet watch for the segment filmed in reverse  paulette goddard is the unremittingly perfect hannah just as the people of the ghetto are impossibly nice and the jewish haven in osterlich is ridiculously idyllic so hannah is quite literally too good to be true brave defiant resourceful hardworking and of course beautiful she is the canary of judaism in the ghetto cage gee aint i cute she asks after the barber gives her a makeover too cute by far is the answer she doesnt come close to ringing true because chaplin has made her a caricature the wouldnt it be wonderful speech which chaplin puts into her mouth is typical of the author  too wordy too emotionally cloying  jack oakie is great as napaloni the fascist dictator of bacteria he brings a whiff of muchneeded comic brio to the proceedings but the films underlying weakness remains if napaloni is silly and ineffective how can we fear him and anyway the stuttering stopstart of the backprojected train is a fine chaplinesque example of a gag that is persisted with far beyond its comic worth  and where did the jewish barber acquire that immaculate hynkel uniform,0,1
ken harrison a young sculptor in his early thirties is seriously injured in a road accident end of story  end of story that is in the sense of end of any physical action not in the sense of end of the film kens life is saved but he is paralysed from the neck down when he discovers that he is unlikely ever to regain the use of his limbs he decides that he wants to die and asks the doctors to end the medical treatment which is keeping him alive the rest of the film is essentially one long debate about the rights and wrongs of euthanasia and the right to die  kens main antagonist in this debate is his doctor michael emerson although the case against euthanasia is often presented in religious terms here it is presented in purely secular ones if dr emerson has any deep religious convictions these are never expressed in the film he believes passionately however that death is an enemy against which it is his duty as a doctor to fight to allow a patient effectively to take his own life would represent a surrender to that enemy and a dereliction of that duty ken therefore finds himself in a catch situation he must be able to show that he is sane and rational enough to make the decision to end his life emerson however considers that a wish to die is in itself evidence of insanity and irrationality kens dilemma can only be solved by hiring a lawyer to sue the hospital  richard dreyfuss as ken and john cassavetes as dr emerson put across their respective points of view skilfully and with sincerity but this cannot hide the fact that whose life is it anyway simply does not work as a film at one time filmed versions of stage plays were done in a similar way to theatrical productions but by the seventies and eighties this was often seen as unsatisfactory because of the differences between the two media when plays were filmed therefore the general tendency was to open them up by filming on location as well as on studio sets by taking liberties with the playwrights text often making significant changes to the plot and even introducing extra characters  i have never seen brian clarkes play but i suspect that this is a story that would work better in the theatre than in the cinema there is very little physical action most of the action consists of lengthy discussions around a hospital bed in which the main character lies paralysed such a plot does not lend itself to the opening up device at all and the resulting film is very static dominated by talk at the expense of action although it is well written and there is some good acting i am surprised that a film was ever made of such an uncinematic subject,0,1
this version is very painful to watch all of the acting is very stilted but especially that of norma shearer who is still acting as though she were in a silent movie instead of a talkie check out the  version with joan crawford robert montgomery and william powell which is much more entertaining,0,1
nuff said an undercover cop from the state capital is sent to a small county where moonshine running is rampant he ends up getting run off the road by some local hicks who have no idea hes an undercover cop so they just drive away as blissfully dopey as ever he is soon being taken care of by a woman and her three daughters who all wear lowcut tops and short shorts gotta luv the s he falls in love with one of the girls but in the meantime he still has to find out whos making all the moonshine and driving it to all the local bars and restaurants he also has to contend with a fat sheriff and his incompetent deputy who think hes the moonshiner cause hes new in town  life in small town america s style yee haaaaaaaaaaa,0,1
has some really good music and performances kid creole and the coconuts james white and the blacks dna tuxedo moon the plastics melle mel vincent gallo lydia lunchetc but aside from this there isnt much more to it the dialog especially the narrationby saul williams is actually pretty good but the performances are all pretty bland or outright bad no matter how many hipsters are thrown in debbie harry and jean micheal basquitthe latter being the leading role both still dont have enough cultural cred to keep this film from being a novelty item it goes for the a jack kerouac style roving spontaneity but doesnt have the insight to keep it moving along which is where the band performances come in i guess its pretty balanced in that regard between great music and bad acting and i did enjoy it but i just expected more though it does have a fairy tale ending,0,1
im the type of guy who loves hood movies from new jack city to baby boy to killa season from the b grade to the hollywood but this movie was something different i am no hater and this movie was kinda enjoyable but some bits were just weird well the acting wasnt to good compared to silkk the shockers performance in hot boyz quite good and icet in new jack and svu great the scene where corrupt icet kills the wanna be jamaican dude he says something and lights himself on fire burning both icet and the other dude this kills the jamaican however icet is unharmed very similar to ices other movie urban menace which stars both of these actors were snoops character is supernatural however after this there is nothing suggested that corrupt is like a demon when mj silkk gets stabbed at first he struggling but after that he fights normally and was stabbed in the thighwith out blood and when mj confesses killing a cop cos the cop was beating up his friend benny was weird benny isnt introduced in this movie and the scene isnt in the film it does hold weight to the fact why corrupt wants to kill mj but is still makes u scratch your head wen jody writes a letter to miss jones character explaining what happened to them afterwords doesnt mention what happen  other main characters mj and lisa the film did show the horror and poverty of the ghettowhich plagues the lives of latinos and blacks word widewas a good part of the film even though the clip of the projects was reused thousands of times and the scene where miles kills the latino brother by crashing his bike at full speed not wearing a helmet and running into my latino brothers car would of killed him the movie was similar to the film urban menace and half the actors were in both of these movies as well as the production team it was ok tho but me being from poverty i love hood films however if u dont love em like i do dont watch it only thing saving me from walking out is it reminded me of the first movie i made which was made with  dollars and my love of the genre  nathaniel purez,0,1
