text,label,pred
this movie was recently shown subtitled not dubbed on australias special broadcasting service i thought i read here that there is sometimes an assumption that revenge of the rats is a sequel in fact the rats are getting revenge for something that is done within this movie or in human history there is no prequel as far as i know  now lets get the pied piper of hamelin out of the way perhaps this tale crossed my mind when i was watching the film but thats all there was the use of the word coffers at the end of the movie a dazed mayor tries to justify her actions by saying the coffers were empty coffers isnt a word you hear around much these days unless you read folk tales to your children as i do since seeing revenge of the rats ive read two versions of the pied piper of hamelin now i see the comparison a metaphorical fat but literally ugly mayor promises more than the city can afford to get rid of the rats this is about as far as i can follow the analogy the children are not led to a door in a mountain with one lame boy left behind to tell of a land of winged horses and fountains where it is always spring and everyone is always happy  theres a lot that is quite mainstream about this movie the romance and the resolution especially the female characters have potentially powerful roles in society but are really quite impotent where this film is quite rebellious as compared with american cinema is that it is antiauthoritarian the helicopter pilot is sacked by the mayor for doing good the mayor and local government are portrayed as corrupt and pandering to big money finally it is left to one doctor in frankfurt to solve an epidemic of a fatal and contagious disease apparently there is no national infectious diseases authority to coordinate things or send in backup  im not a horror aficionado so any horror i do see is usually mingled with humour right from the rat in the blood bank you can see this is going to have the right balance of horror and comedy for most viewers the huge number of rats is impressive and the horror fans seem to be satisfied too,1,0
this was it i would have never expected the ending if i didnt already know the behind the scenes stuff  the one thing that i hated was that why was shannon kicked off and not alyssa i hate her i would rather her character die that shannons what was funny is that in the scene where piper is dieing on the hospital bed and prue was crying by her side i started crying too lol at the time that this aired i was about yo and my favorite character was piper from the beginning so i was saying to myself if she dies then i will not see the show anymore lol  then the whole go back in time thing was a shocker and really good i also blame pheobe for prues death because instead of being with her sisters she had to be a slutty bi and be with her good for nothing demon boyfriend  but i think this episode will be now and forever one of my favorites and a chrmed classic  forever charmed blessed be,1,0
as is the case with many films of this ilk my non catholicism got in the way of my understanding it the church has this mass of rules which have been put together over centuries we have a short time to learn them and have to accept them at face value then throw in some bad guys getting revenge for a long distant act against them working under these rules and attempting to circumvent them and you have this book and movie i found myself thinking thats pretty cool why did they do that theres this casual thing in the robert langdon character where no matter what the issue he seems to always make the right first move i suppose its like watching csi where they solve incredibly complex cases in a matter of days they know the lay of the land in this film there is so much land and so little time to really understand everything that is going on but if you create robert langdon you need to set him to work thats ok because heroic nerds like him have been saving the day forever i thought the film was fun i thought the da vinci code was fun too interesting and not as bad as people seemed to think this is a marvel to look at and never stops for a second,1,0
author msgreen from canada the big problem was the china syndrome claim  that if the reactor error occurred and radioactive waste leaked out it could burn its way straight through the earth to china a lot of people have made fun of this and if the movie makers meant it seriously then yes it should be made fun of the spill wouldnt make it anywhere near the center of the earth or even the molten rock even if it did make it to the center of the earth how would it come out in china it would have to flow against gravity the rest of the way also china is not the opposite side of the world the indian ocean is           this point is brought up by the characters of the film saying that of course it could not happen as the core would hit ground water and release a radioactive cloud raining down on the population  before you try to find a weak point in the film you should watch it first dont judge a book by its title,1,0
spoilers spoilers spoilersjust a few small ones   saw this on satilite channel missed the first  min of movie will keep this comment short and informative  the movie is basically about  charactersthe acting is very bad for afew characters  girl with the help of another girl kidnaps  different people but it backfires and the  kidnap the  this is one of those types of movies where the script writers try to be thought provoking or philosophical mysterious and  you get the point but do to their own personal lack in thinking they fall terribly short like one of the captives who is supposed to be some type of psychology nerd  looks the part but his tongue cant speak it the writers think that if the nerd uses a lot of  letter words amateurishly  unknowingly i believe  that the viewers will be ignorant enough to believe it i wish i could give an example but i cant recall any  exactly as it was said the ending was bad as well but the one female captive acted her role as an old and relatively wise lady although she as well as the rest had a lot of clich s  so why would i give this movie a  stars if i thought all the above simple i give the entire seven stars to lisa keller  one sexy a momma she is fine lol i am an appreciator of beauty and she is exactly that but dont get me confused because im not a pervert and this movie is not a porno in any way their is somethin about her i cant explain but i like it i remember the scene where a captive has broke free and as he looks for a way out bumps into keller she tries to get way but she doesnt have a chance he throws her down kneeling on the stairs and he pulls her pants down no panties  now although she has an amazing ass  and the this shot leaves little to the imagination for a long  seconds i think  it was her facial expression that got me she wanted it and that look had me thinking i was behind that i would have torn that booty up after that expression i jus couldnt look at her objectively anymore i was in love lol i am glad to have seen this movie but if lisa keller wasnt playing the lead role i would have changed the channel well after i had seen the scene i mentioned above i am a lisa keller fan know but is seems that she isnt a consistent actor seeing this  movie is her latest but i am lookin forward to another movie with her in it,1,0
im just getting the chance to dig into past austen films and i picked this up because persuasion is has been and always will be my favorite work by jane austen and anne elliot my favorite austen heroine so it was with great anticipation that i popped the disc into my player  i wasnt disappointed either i knew there were bound to be some drawbacks so ill state them and try not to be too thick about them anne elliot is the most introverted of austens characters she is the least talkative and the least witty there are passages in the book where anne says nothing  only her feelings are described this works fine in print but how to successfully transfer this to the big screen short of doing thoughtful voice overs which would grow tedious over four hours youre left with a long succession of shots where the heroine says little or nothing and must communicate all by her facial expression this can leave the feeling that the film is slow and lacking in purpose if you need a more overt style of austen then certainly this film is not for you but if subdued is more your style and you tend to pick up on unspoken vibes this will fulfill all expectations  anne firbank as anne elliot is thankfully an actress whose face can convey much she looked as i had always imagined anne elliot would look not a knockout  anne wasnt supposed to be the elegant one of the family  nor in her first youth  which is also highlighted occasionally by the lighting and makeup what you see is someone who is very like austens character someone whose appearance you might pass over once but hear her speak and look more closely and she grows more attractive the better you know her this is anne elliot as brought to life by anne firbank  captain wentworths portrayal is ably handled by bryan marshall the bitterness is never apparently obvious save at the concert scene and yes i found it hard to believe he wound find louisa musgrove interesting as she was shown but that is another point of austens book he did not find her interesting he tried to find her interesting and ultimately failed sigh of relief so this too fits with austens original story  i especially liked the portrayal of lady russell who i thought in the book was not portrayed as truly bad this also comes out in this adaptation  so this is one film which closely followed the book i could write much more about how faithfully everything was reproduced but id run out of space here charles musgrove remained one of the most buoyant characters good fun mary the most annoying i was dying to have her just shut up  but i had that feeling when i read the book too captains and the admiral i thought charming  the cinematography i thought a trifle stiff there was little or practically no fade from one screen to another  perhaps this is due to it being a tv movie one scene  chop  the next scene the actors enter from right proceed left and  chop  another scene where the same thing happens this was the only part of the movie which i felt cheated me a little a low budget has to show itself somewhere i suppose  and as i said earlier if you like some pace to go with jane austen dont bother with this one as youll find it way too slow i enjoyed it enormously though as it brought a wealth of detail the sets were richly elegant to an excellent adaptation of my favorite austen novel i highly recommend it,1,0
cheezy yep poorly filmed you betcha zero budget they proudly claim it on their posters brilliant anyway or because of it for sure  this movie celebrates and makes fun of everything that was classic about the s teen horror genre characters with absolutely no depth fitting into a stereotyped roll they never escape for a moment teenagers trying to survive a slaying by some mysterious force they disturbed by doing something lamely adolescent completely gratuitous nudity impossible amounts of blood coming out of victims slow moving zombies great oneliners and our hero even wears a michael jackson jacket   this is not an allout spoof like scary movie but more a tribute film to the lost innocence of the s horror movies when being scared and grossed out could also be a fun silly sexy and goofy good time,1,0
so often these lifetime flicks are onedimension with overthetop characterizations and performances and with contrived plot lines and climaxes which are intended to trade any semblance of reality for drama  but most of all many of these flicks provide characters where its difficult to feel a trace of sympathy or empathy for even the good guygood gal characters much less thebad ones  however here the performance were all good the characters realistic and the relationships among the three leads as well as the exhusbandfather and the two females rang true throughout  the mothers boyfriend was portrayed as being about halfway in age between mother and daughter and the actors were ageappropriate to this in term of their actual ages none of the characters was portrayed at an extreme  either allgood or allbad  and all rang true  without in any way condoning his allowing the relationship with his prospective stepdaughter to advance to the level which it did  you can still feel some sympathy for him without retracting blame  neither mother nor daughter were perfect neither good nor bad but simply two individuals whose relationship seemed realistic and not contrived by the script writer  lifetime flicks  even those which begin with some semblance of normality  often end with a deranged character brandishing a carving knife or such other stories seem to need to provide the everyone lived happily everafter close  this film presented a realistic premise story and resolution from start to finish  a welcomed variation to the norm of this genre,1,0
if youre looking for an original horror flick this might be the one for you its strange and at times lingers on stupidity but its just such a good looking nice sounding and original movie it never fails except maybe during the over long climax nightbreed is a must see for horror fans or for fans of monster movie makeup  boone craig sheffer has been having dreams of a town called midian full of mutant creatures in therapy his psychiatrist dr decker horror director david cronenberg has come to the conclusion that boone is a murderer and gives him hallucinogenic pills and tells him to turn himself in after almost getting killed boone ends up at the hospital where he runs into a mental patient who also knows about midian and tells boone where to go midian located in a graveyard is inhabited by vile mutant creatures that dont let boone in after escaping with only a nasty bite boone is shot dead by the police who were lead to his location by dr decker but boone isnt dead the bite causes him to live and he goes off to midian meanwhile boones girlfriend lori anne bobby tries to find boone and get to the bottom of this when dr decker also finds out about this place chaos ensues  the plot seems long and complicated but it really isnt hard to understand the plot among other things makes this movie really interesting the makeup effects are astounding the creatures look unique and amazing and make this a very appealing film to add to more senses appeal we have a musical score by danny elfman that is both lush and bouncy and fits the film like a glove the shots in the movie are also set up beautifully the cinematography is lovely and the movie sets up an atmosphere that is never broken even the acting is good with the biggest surprise being director david cronenberg giving a great menacing performance as the man who for one reason or another wants to see boone dead its odd for a horror film to be this well done  the problems with the moviewell there are a few but the positives outweigh the negatives the script features the occasional lame jokes to try and add some humor but almost every one falls flat the mutant creatures look great and for the most part are well acted but sometimes it feels like they are just posing their awesome makeup for the camera the worst part of the film would have to be the climax it takes so long and is just constant chaos its the portion of the film that moves from individual characters and nice tight knit shots to fiery explosions from each direction and violence happening to characters we dont know or care about  overall this movie is amazing to look at its a well done horror film but even with that said it has the occasional failure in characters lines and a messy climax nonetheless this is one to check out  my rating  out of   mins r for strong violence and language,1,0
watching plots with a view called undertaking betty in the us i got the feeling that there need to be more movies filmed in wales this one portrays a woman brenda blethyn in a small welsh town trying to get away from her cheating husband so she and the funeral parlor manager alfred molina come up with a planbut there are likely to be some glitches along the way  i would actually say that christopher walkens character is the neatest in the movie how could he not be but overall the whole idea is just a really neat one stacked with some uh oh momentsespecially the haunted house scene its the sort of movie that i wish that i could enter just to experience it  also starring lee evans naomi watts and miriam margoyles,1,0
its amazing what you can do with little money dead silent being a low budget movie delivers its promises   too bad we dont see rob lowe more often on the silver screen lowe is at its best in this riveting thriller  no wonder he went from dead silent straight to the tv mega hit the west wing    dead silent  out of    sputtosi toronto,1,0
the movie was very good im an avid mystery fan and i usually figure out who is going to be killed and who did the killing while i did figure out who was going to be killed i didnt figure out who did it i wasnt happy with the portrayal of the gerda character but given the year the movie was supposed to take place it is possible the woman would have been that cloying please know that while these poirot movies are good they just dont have the same dynamic to them as the series does because they dont have japp ms lemon and especially hastings david suchet is definitely poirot i have seen every actor whos played him the worst was peter ustinov,1,0
i stumbled upon this movie by chance i was traveling a few years back and this movie was on some channel on cable at the hotel late one night not much else on and figured i watch it for about  to  minutes until i decided to go to bed needless to say i stayed up and watched the complete movie the plot was very interesting and does make you wonder if there had not been ss who did this or at least thought of doing it i have been looking all over for this movie i even sent and email to the production company but the werent sure that it would ever make it to dvd but said there was always hope if anyone finds this movie drop a note here where you found it as id sure like to get a copy some day,1,0
if you have a chance see this russianhow should i call them gems masterpieceshidden treasures war movies like this one or the dawns here are quiet or proverka na dorogah and  right after that watch again the american war movies or the international productions those one with the allies and the germansetc or even worse watch the italian war movies everything from the west will seem shallow contrived ridiculous in comparison with the russian movies i am sooooo stunned by the quality of the aforementioned russian war movies that i cannot find the words to praise enough their shattering superiority over anglosaxon war movies,1,0
come on anyone who doesnt understand the greatness of this here cartoon should be kicked off any critics panel they should not be allowed to be heard because they obviously have no sense of humor whatsoever   anyone who does not love this here animated cartoon directed by tex avery should be chained to a chair and forced to watch huckleberry hound episodes for  years straight   the takes and doubletakes by the wolf in this cartoon are the finest examples of this important past of comedy that have ever been captured on film   tex avery should receive a posthumous academy award for this cartoon its the best,1,0
so udo kier earned like nine bucks and free food for this so that is a victory in and of itself   more importantly this movie tells a very interesting tale about a group of salvage guys coming across the broken down demeter i should warn you im gunna bounce around through this review real quick so buckle up first things first coolio plays a guy named   likes drugs  finds a bunch of caskets on board and now i dont know anything about the future but maybe they smuggle drugs in caskets not gunna say that was the craziest thing in this movie later on the vampire gets out of his mist filled coffin and then the real hilarity begins first although this movie has the word dracula in it he is actually not in this movie i have a theory though out of the blue you see the salvage crews ship leave without them my theory is that dracula was on board with his retarded brother orlock dracula told orlock hell be right back dracula got the hell out of this movie before he could be seen leaving orlock to play the vampire for the six or so minutes he is in the movie the best part of this film and for those of you that have seen this you know what im gunna say is after  gets sired embraced whatever he has this huge monologue about ejaculating on various parts of erika elaniaks body and other super cool stuff coolio seriously you are the best thing ever   some other stuff happens in this movie too like casper van dean gets some work orlock screams a lot and loses his arm and then we kinda lose track of him for the rest of the movie and thank god really we find out erikas character is a police bot as the movie comes to a close we find out that the ship is on a course to ram into the sun the police bot and one other surviving character are doomed rather then avoid certain death erikas police bot reveals shes also a whore bot and they decide to screw each other and die before they die in the sun they die for no reason yep thats right their ship blows up for no real reason   this movie got the amazing rating for one reason coolio my god if they gave academy awards to black rappers then hed be the first to get one the only reason this didnt get a perfect ten is because there was not a drop of nudity now i know what your thinking how can you judge a film by whether ladies show their goods or not well easy a movie like this pretty much requires it its part of the process gore gore monsters nudity gore end of movie final shock at the end its the formula this had some gore the monster was awesome because he sucked so hard he actually did us the favor of staying off camera that was considerate of him and i respect that nudity not a drop even though there was a length conversation about well see the above statement and as for the shocktwist i certainly didnt see the end coming that counts   i hope hollywood doesnt think coolio gave this film his all and has nothing left he deserves more work well until dracula  im out,1,0
victor mature as a barely civilized and mostly out of control mountain man and trapper may be on the poster but robert preston as a failed union colonel who led his men to get cut to ribbons by confederate artillery at shiloh and is sent to a fort in oregon for his incompetence has the most interesting part married to a young and hard to recognize at first anne bancroft the uncivilized mature lusts for the colonels wife giving the film an interesting and even dark subplot which goes so far as to reference coveting another mans wife at one point by james whitmore who plays matures older and wiser mountain man father figure directed by anthony mann this film is lost among his more famous westerns with james stewart but even so you really dont need the indian menace to make this a film worth seeing although preston gets to prove his bad judgement as a commanding officer again in a failed expedition to finally bring the indians under submission in a well staged attack among the forest that quickly turns into a rout,1,0
this is a wonderful family sitcom rowan atkinson has appeared in to other excellent sitcoms the thin blue line better than this and blackadder not better than this  mr bean is a no talking human disaster he goes to places and gets himself in absolute mayhem the mayhem includes climbing up to the top diving board and is too frightened to jump off taking about  minutes until some kids eventually throw him off ending up inside a washing machine and driving his car while sat on a roof bean drives a mini and has a teddy  this was quite similar to the baldy man a series staring gregor fisher who says very little but gets himself in mayhem best episode do it yourself mr bean episode  bean hosts a new years eve party then gets some stuff for decorating his flat but has too much stuff and has to drive his car on the roof,1,0
after seeing meredith in beyond the prairie i had to buy another film with her staring i cannot believe how she let herself into this teenage flick its best to watch this one with the sound off but just concentrate on meredith as she moves across the screen save your money until the tv network comes out with a dvd on beyond the prairie its worth it at any price this one needs to pay you to see   this pretty lady needs someone to put her into a script that can use both her talent as an actress and her beauty as a woman perhaps some of her latest might fit but i havent seen them she has the smile of a cathrine bell and eyes of dana delany with a much younger body,1,0
a  dvd can be a gamble and this was one that sort of paid off  a decent saturday night type movie that entertains if you gloss over the obvious plot flaws special effects are a bit few and far between with some repetition and why does london always look as if its in the s   if it had the budget of say armageddon then im sure it would have performed better at the box office as the story is quite a good one  overall tycus is consigned to b movie history but if you see it for  then its worth buying,1,0
i saw this at the screening at gencon in indy i had some time to kill and decided to check it out it played to about  people in a packed standingroomonly ballroom  wow what a ride the script was tight the action tense the pacing perfect the character exposition excellent one thing i really appreciated was that you knew going in that this wasnt a big budget film yet it soon became obvious that the creators pushed their sets and effects as far as they could despite their limitations and it was more than enough   its true that this film was targeted at a certain audience  gamerstabletop players  the creators make no effort to hide that but other filmmakers could learn a lot from them for in going for the jugular in scene after scene and not worrying about if mom who happens to be watching will get it they got the biggest laughs time and time again but theres enough universality there that mom will be laughing too even if shes not in on every joke i think too many times i see films that try so hard to lower the bar to the lowest common denominator so that they will appeal to the most people but the movie just ends up suffering for it  but not this flick indeed this film was so solid that it had the audience wrapped around its finger from the opening credits and while the viewers around me really wanted to like the film they werent pushovers  gamers can be among the most critical niche out there   im so glad i got to see this in a big crowd at least  times the audience was having such a good time that they erupted into applause at a joke or scene during the film how often does that happen at screenings it should be no surprise that there was a huge standing ovation when the closing credits rolled  for my own part i cant wait for this to be released after it ended one of the producers said they were shooting for a simultaneous tvdvd release that date cannot come soon enough,1,0
the one thing that can be said about running out of time is that its an immensely clever film its interesting to note that the films writers are french which may explain the movies out of the norm vibe as it doesnt really fit in with what is commonly called hong kong cinema  the movie concerns a thief who plans revenge on some criminal types using the assistance of an equally clever cop but first he has to convince the cop to join his personal crusade and so begins a series of games where the thief manuevers the cop into his plan  quite a clever movie   out of   go to wwwnixflixcom for a more detailed review of this movie or fulllength reviews of other foreign films,1,0
lets not beat about the bush here taylor hackfords undoubtedly slick movie has little to make it stand out from the biopic genre other than jamie foxxs exceptional careermaking performance remember the year they handed the special effects oscar to the terminator  boffins uncontested they should do the same with this years best actor gong  that ray charles story is worthy of filming is not in dispute indeed the many flashbacks to his traumatic childhood are wellhandled and judiciously used but for a life so unique the film seems incredibly formulaic and familiar it follows the history of a flawed genius template almost to the letter hardship and exploitation women and drugs recording wrangles band squabbles rehab yeah yeah yeah and surely there was more humour in his life than were treated to here  i appreciate charles music yet where neatlycut medleys would have kept the story rolling hackford indulges himself with nearfulllength renditions of too many songs  in gin joints in the recording studio in concert halls infinitum narratively and for nondevotees they begin to act like a cinematic brake this may seem like harsh judgement on a music biopic but with a catalogue as extensive as rays we need a taste not the whole dish otherwise wed buy the albums  intrigued as i was i glanced at my watch more than once so for all foxxs brilliance maybe ray would have been better served as an hbo twoparter,1,0
every american who thinks he or she understands world war two should see this movie few hollywood films about the war have defied the stereotype of japanese soldiers as emotionless brutes obeying orders without thinking we like to think that every japanese man was ready and able to fight to the death right up to the day we bombed nagasaki fires on the plain shows a different reality troops pathetically undersupplied demoralized and starved to the point of cannibalism they euphemistically refer to human flesh as monkey meat the movie and novel on which it was based also put to death the myth that japanese soldiers all preferred death to surrender they had good reason to believe that their enemies were in no mood to take prisoners to me it raises a question most americans would rather avoid if the japanese military was so beaten down at this point in the war why was it necessary to nuke hiroshima,1,0
just how exactly do gay asians manage in a culture that generally refuses to even recognize the concept of homosexuality for millions of gay hindus and muslims there seems little hope of ever leading a life that is accepted and endorsed by their otherwise very close knit families this is the main point explored in chicken tikka masala  presumably named after the western spicy dish involving tender pieces of young chicken flesh jimmy is a typical young asian brought up in britain by traditional parents with the common narrow minded and selfish views on marriage and grandchildren like millions of others he is led into an arranged marriage that seems inescapable even though he is apparently completely gay and deeply involved with a very attractive young man with whom he lives he knows that the truth should be told but fears for the consequences of that particularly so as his father appears to be terminally ill and so he becomes embroiled in a web of deceit that becomes wider and wider as the plot develops  the film is beautifully sensitive and not at all judgmental or patronizing to any group portrayed the acting is generally excellent although it might seem a bit ham in places as the director tends to search for humor rather than letting it blossom naturally there are no prizes for photography or script but the film is made entire by the wonderful sentiment expressed at the very end  a sentiment that all fathers across the world would do well to learn from,1,0
after  years flash gordon still has an appealing scifiadventureepic feel that many of todays science fiction adventures strive for and fail to deliver the only way to fully enjoy this serial is just to sit back and not pick at anything hokey effects dialogue why flash doesnt go for princess aura etc and as for you older people who saw flash gordon back on the serial screen or on tv back in the day if you want this fine serial to remain appealing to future generations get your kidsgrandkids to watch this when theyre young it worked for me male aged  or under  out of,1,0
this was on the saturday before halloween this year today at the time of this writing and it has to be the best horror anthology out there i am normally not a fan of horror movies  largely due to the volume of crap thats been recently released however the director of campfire tales has the hitchcockesquire gift of suspense  unlike other contemporary films it doesnt take every opportunity to scare you silly instead using foreshadowing and nearmisses  incidents that seem like the instant that the climax will occur in the instant before but turn out not to be  i didnt catch the hook or the first main segment but from what i have read here they were the two you could afford to miss  people can lick too was full of suspense  this short keeps you on the edge of your seat waiting for something to happen to the little girl as she wanders about her yard and house looking for her soccer ball and later her dog she encounters so many nearmisses that the suspense reaches heartstopping proportions before the climax of the short when the girl gives up and goes to bed thinking her dog is underneath it she reaches her hand down to let him lick it and she feels the touch of a tongue on her handbefore noticing that on her mirror written in blood is people can lick too ill leave the last few seconds for you to find out my reader for at this point the short could have taken any number of turns  the locket however was the unarguable masterpiece of this film it begins with a man on a motorcycle simply drivingtowards what he does not know but he can feel himself getting closer as hes driving along a storm breaks out and hes forced to find shelter in the house of a mute girl the two quickly cozy up to each other but before they can do anything besides kiss the girl reveals through writing that ghosts inhabit her house they quickly begin packing up to leave but they are caught in the middle of a reenactment of a scene decades past  a father coming home to his daughter and her boyfriend preparing to elope murders the both of them and then commits suicide ill have to leave you to discover the ending here as well  i couldnt hope to do the story justice in any case and what ive said so far is just a brief summary of the story  i couldnt hope to convey the nuances and sensory details that add to it  the campfire being the connecting thread between all of the stories is a fairly interesting rehash of the car accident theme and the girls are very much attractive  in fact most of the girls in this film are goodlooking anyway despite the fact that its chopped up the story is given justice and the ending is difficult to predict if youre preoccupied with the other stories however if you pay enough attention to the segments of the campfire spread through the film its certainly possible to predict the ending especially if youve seen movies based on the same premise mstk fans remember soultaker same premise but without the god awful writing of vivian schilling and the bulk of the movie if youve seen the first  minutes of that you should be able to predict the ending all in all the best horror movie ive seen in a long time and the only horror anthology worthy of a buy,1,0
there is a lot to like in this film despite its humble trappings of a preachy pc tale about rape and the perp always faring better than the victim the movie did create a fair bit of suspense in the mystery surrounding who was sending the notes i for one was sure it was the teacher in fact that would have been more probable plotwise because the idea of the bestfriends boyfriend kind of came out of nowhere i guess the point of that is that rape is omnipresent you never know who it is going to be ms beller is luminous as always yet see kb discussion board for my qualification of this statement like all preachy films the plot lasts  minutes past the climax so you might want to quit watching at that point unless you are really curious to find out what happens to phillip blythe danner as the mom is in the role she was born to play the fretting overprotective mom some good s scenes for s fans the dark bar that the father goes to in order to drink away his pain is all darkstained beams barrels oak and cork a must for beller fans and highly recommended for fans of s high school melodrama or s kitsch in general,1,0
goof factual error  when charlie walks out of the room to commit suicide he takes his gun with a silencer after a few seconds we hear a loud bang from the same gun being fired,1,0
whoops  looks like its gonna cost you a whopping  to buy a copy either dvd or video formatfrom itv direct  ouch  sorry about this but imdb wont let me submit this comment unless it has at least  lines so  blahblahblahblahblahblahblahblahblahblahblahblahblahblahblahblahblahblah blahblahblahblahblahblahblahblahblahblahblahblahblahblahblahblahblahblah blahblahblahblahblahblahblahblahblahblahblahblahblahblahblahblahblahblah blahblahblahblahblahblahblahblahblahblahblahblahblahblahblahblahblahblah blahblahblahblahblahblahblahblahblahblahblahblahblahblahblahblahblahblah blahblahblahblahblahblahblahblahblahblahblahblahblahblahblahblahblahblah blahblah,1,0
